Voxel_X,Voxel_Y,Voxel_Z,Uniformity_Value
-46.0,24.0,30.0,3.6534850308353284
-46.0,24.0,12.0,3.6534850308353284
-46.0,24.0,10.0,3.6534850308353284
-46.0,24.0,6.0,3.6534850308353284
-46.0,24.0,2.0,3.6534850308353284
-46.0,24.0,-8.0,3.6534850308353284
-48.0,24.0,6.0,3.6534850308353284
-36.0,28.0,-16.0,3.6534850308353284
-36.0,28.0,-14.0,3.6534850308353284
-36.0,28.0,10.0,3.6534850308353284
-50.0,32.0,2.0,3.6534850308353284
-50.0,32.0,8.0,3.6534850308353284
-52.0,32.0,22.0,3.6534850308353284
48.0,34.0,16.0,3.6534850308353284
48.0,34.0,22.0,3.6534850308353284
46.0,34.0,8.0,3.6534850308353284
46.0,34.0,10.0,3.6534850308353284
46.0,34.0,16.0,3.6534850308353284
46.0,34.0,28.0,3.6534850308353284
46.0,34.0,30.0,3.6534850308353284
46.0,34.0,32.0,3.6534850308353284
42.0,34.0,-10.0,3.6534850308353284
42.0,34.0,16.0,3.6534850308353284
42.0,34.0,30.0,3.6534850308353284
42.0,34.0,32.0,3.6534850308353284
40.0,34.0,-10.0,3.6534850308353284
40.0,34.0,18.0,3.6534850308353284
24.0,34.0,-16.0,3.6534850308353284
24.0,34.0,-18.0,3.6534850308353284
28.0,34.0,-20.0,3.6534850308353284
28.0,34.0,-22.0,3.6534850308353284
30.0,34.0,-4.0,3.6534850308353284
30.0,34.0,-16.0,3.6534850308353284
-50.0,32.0,0.0,3.6534850308353284
30.0,34.0,-20.0,3.6534850308353284
32.0,34.0,-4.0,3.6534850308353284
32.0,34.0,-8.0,3.6534850308353284
38.0,34.0,28.0,3.6534850308353284
38.0,34.0,24.0,3.6534850308353284
38.0,34.0,22.0,3.6534850308353284
40.0,34.0,32.0,3.6534850308353284
32.0,34.0,-2.0,3.6534850308353284
22.0,34.0,-20.0,3.6534850308353284
-48.0,32.0,28.0,3.6534850308353284
-48.0,32.0,20.0,3.6534850308353284
10.0,32.0,14.0,3.6534850308353284
10.0,32.0,26.0,3.6534850308353284
8.0,32.0,8.0,3.6534850308353284
8.0,32.0,10.0,3.6534850308353284
8.0,32.0,14.0,3.6534850308353284
6.0,32.0,20.0,3.6534850308353284
2.0,32.0,2.0,3.6534850308353284
2.0,32.0,14.0,3.6534850308353284
-2.0,32.0,0.0,3.6534850308353284
-2.0,32.0,2.0,3.6534850308353284
-2.0,32.0,4.0,3.6534850308353284
-28.0,32.0,12.0,3.6534850308353284
-30.0,32.0,-10.0,3.6534850308353284
-30.0,32.0,14.0,3.6534850308353284
-30.0,32.0,16.0,3.6534850308353284
-32.0,32.0,12.0,3.6534850308353284
-34.0,32.0,10.0,3.6534850308353284
-48.0,32.0,2.0,3.6534850308353284
-48.0,32.0,0.0,3.6534850308353284
-46.0,32.0,30.0,3.6534850308353284
-46.0,32.0,18.0,3.6534850308353284
-46.0,32.0,6.0,3.6534850308353284
-46.0,32.0,-6.0,3.6534850308353284
-48.0,32.0,22.0,3.6534850308353284
-46.0,32.0,-10.0,3.6534850308353284
-44.0,32.0,8.0,3.6534850308353284
-44.0,32.0,6.0,3.6534850308353284
-44.0,32.0,-6.0,3.6534850308353284
-44.0,32.0,-10.0,3.6534850308353284
-42.0,32.0,24.0,3.6534850308353284
-34.0,32.0,12.0,3.6534850308353284
-44.0,32.0,20.0,3.6534850308353284
14.0,34.0,-8.0,3.6534850308353284
10.0,34.0,-8.0,3.6534850308353284
8.0,34.0,10.0,3.6534850308353284
-48.0,34.0,-6.0,3.6534850308353284
-48.0,34.0,-4.0,3.6534850308353284
-48.0,34.0,-2.0,3.6534850308353284
-48.0,34.0,28.0,3.6534850308353284
-50.0,34.0,-6.0,3.6534850308353284
-50.0,34.0,-2.0,3.6534850308353284
-50.0,34.0,0.0,3.6534850308353284
-50.0,34.0,2.0,3.6534850308353284
-50.0,34.0,20.0,3.6534850308353284
-50.0,34.0,22.0,3.6534850308353284
-50.0,34.0,28.0,3.6534850308353284
46.0,36.0,16.0,3.6534850308353284
46.0,36.0,18.0,3.6534850308353284
44.0,36.0,14.0,3.6534850308353284
44.0,36.0,32.0,3.6534850308353284
42.0,36.0,-12.0,3.6534850308353284
42.0,36.0,-10.0,3.6534850308353284
36.0,36.0,-2.0,3.6534850308353284
38.0,36.0,34.0,3.6534850308353284
38.0,36.0,22.0,3.6534850308353284
38.0,36.0,20.0,3.6534850308353284
38.0,36.0,-2.0,3.6534850308353284
40.0,36.0,20.0,3.6534850308353284
-46.0,34.0,28.0,3.6534850308353284
40.0,36.0,16.0,3.6534850308353284
40.0,36.0,-6.0,3.6534850308353284
40.0,36.0,-10.0,3.6534850308353284
42.0,36.0,34.0,3.6534850308353284
42.0,36.0,18.0,3.6534850308353284
42.0,36.0,16.0,3.6534850308353284
42.0,36.0,-8.0,3.6534850308353284
40.0,36.0,-4.0,3.6534850308353284
-46.0,34.0,22.0,3.6534850308353284
-46.0,34.0,20.0,3.6534850308353284
-46.0,34.0,-10.0,3.6534850308353284
2.0,34.0,18.0,3.6534850308353284
2.0,34.0,14.0,3.6534850308353284
2.0,34.0,12.0,3.6534850308353284
2.0,34.0,4.0,3.6534850308353284
2.0,34.0,0.0,3.6534850308353284
4.0,34.0,16.0,3.6534850308353284
0.0,34.0,-6.0,3.6534850308353284
4.0,34.0,14.0,3.6534850308353284
6.0,34.0,14.0,3.6534850308353284
6.0,34.0,12.0,3.6534850308353284
6.0,34.0,10.0,3.6534850308353284
6.0,34.0,8.0,3.6534850308353284
6.0,34.0,-6.0,3.6534850308353284
8.0,34.0,14.0,3.6534850308353284
4.0,34.0,12.0,3.6534850308353284
10.0,32.0,12.0,3.6534850308353284
-2.0,34.0,-6.0,3.6534850308353284
-4.0,34.0,-2.0,3.6534850308353284
-44.0,34.0,-4.0,3.6534850308353284
-44.0,34.0,-6.0,3.6534850308353284
-44.0,34.0,-8.0,3.6534850308353284
-44.0,34.0,-10.0,3.6534850308353284
-44.0,34.0,-12.0,3.6534850308353284
-42.0,34.0,8.0,3.6534850308353284
-2.0,34.0,-2.0,3.6534850308353284
-34.0,34.0,16.0,3.6534850308353284
-34.0,34.0,10.0,3.6534850308353284
-32.0,34.0,10.0,3.6534850308353284
-28.0,34.0,12.0,3.6534850308353284
-6.0,34.0,2.0,3.6534850308353284
-6.0,34.0,-2.0,3.6534850308353284
-4.0,34.0,16.0,3.6534850308353284
-34.0,34.0,14.0,3.6534850308353284
10.0,32.0,10.0,3.6534850308353284
22.0,32.0,-16.0,3.6534850308353284
24.0,32.0,-16.0,3.6534850308353284
48.0,30.0,14.0,3.6534850308353284
48.0,30.0,16.0,3.6534850308353284
46.0,30.0,-12.0,3.6534850308353284
46.0,30.0,-10.0,3.6534850308353284
46.0,30.0,-8.0,3.6534850308353284
46.0,30.0,-6.0,3.6534850308353284
46.0,30.0,2.0,3.6534850308353284
46.0,30.0,26.0,3.6534850308353284
44.0,30.0,-10.0,3.6534850308353284
44.0,30.0,-8.0,3.6534850308353284
44.0,30.0,12.0,3.6534850308353284
44.0,30.0,14.0,3.6534850308353284
42.0,30.0,-10.0,3.6534850308353284
42.0,30.0,-2.0,3.6534850308353284
42.0,30.0,16.0,3.6534850308353284
42.0,30.0,18.0,3.6534850308353284
40.0,30.0,-14.0,3.6534850308353284
28.0,30.0,-22.0,3.6534850308353284
30.0,30.0,-4.0,3.6534850308353284
30.0,30.0,-22.0,3.6534850308353284
32.0,30.0,-4.0,3.6534850308353284
32.0,30.0,-14.0,3.6534850308353284
34.0,30.0,-12.0,3.6534850308353284
48.0,30.0,8.0,3.6534850308353284
36.0,30.0,0.0,3.6534850308353284
36.0,30.0,-12.0,3.6534850308353284
38.0,30.0,-6.0,3.6534850308353284
38.0,30.0,-12.0,3.6534850308353284
40.0,30.0,2.0,3.6534850308353284
40.0,30.0,0.0,3.6534850308353284
40.0,30.0,-12.0,3.6534850308353284
36.0,30.0,-2.0,3.6534850308353284
48.0,30.0,-8.0,3.6534850308353284
48.0,30.0,-10.0,3.6534850308353284
50.0,30.0,8.0,3.6534850308353284
-44.0,28.0,30.0,3.6534850308353284
-44.0,28.0,18.0,3.6534850308353284
-42.0,28.0,8.0,3.6534850308353284
-42.0,28.0,6.0,3.6534850308353284
-42.0,28.0,0.0,3.6534850308353284
-42.0,28.0,-2.0,3.6534850308353284
-44.0,28.0,32.0,3.6534850308353284
-42.0,28.0,-6.0,3.6534850308353284
-40.0,28.0,6.0,3.6534850308353284
-40.0,28.0,-6.0,3.6534850308353284
-40.0,28.0,-10.0,3.6534850308353284
-38.0,28.0,10.0,3.6534850308353284
-38.0,28.0,-8.0,3.6534850308353284
-38.0,28.0,-16.0,3.6534850308353284
-42.0,28.0,-8.0,3.6534850308353284
28.0,30.0,-20.0,3.6534850308353284
-46.0,28.0,-10.0,3.6534850308353284
-48.0,28.0,30.0,3.6534850308353284
50.0,30.0,2.0,3.6534850308353284
50.0,30.0,0.0,3.6534850308353284
50.0,30.0,-6.0,3.6534850308353284
50.0,30.0,-8.0,3.6534850308353284
50.0,30.0,-10.0,3.6534850308353284
52.0,30.0,10.0,3.6534850308353284
-48.0,28.0,18.0,3.6534850308353284
52.0,30.0,8.0,3.6534850308353284
-54.0,28.0,26.0,3.6534850308353284
-54.0,28.0,24.0,3.6534850308353284
-52.0,28.0,28.0,3.6534850308353284
-50.0,28.0,32.0,3.6534850308353284
-50.0,28.0,30.0,3.6534850308353284
-48.0,28.0,32.0,3.6534850308353284
54.0,30.0,4.0,3.6534850308353284
56.0,24.0,28.0,3.6534850308353284
26.0,30.0,-18.0,3.6534850308353284
22.0,30.0,-20.0,3.6534850308353284
50.0,32.0,0.0,3.6534850308353284
50.0,32.0,8.0,3.6534850308353284
48.0,32.0,-4.0,3.6534850308353284
48.0,32.0,-2.0,3.6534850308353284
48.0,32.0,22.0,3.6534850308353284
46.0,32.0,-8.0,3.6534850308353284
46.0,32.0,0.0,3.6534850308353284
44.0,32.0,12.0,3.6534850308353284
44.0,32.0,14.0,3.6534850308353284
44.0,32.0,22.0,3.6534850308353284
44.0,32.0,24.0,3.6534850308353284
44.0,32.0,28.0,3.6534850308353284
42.0,32.0,-2.0,3.6534850308353284
42.0,32.0,22.0,3.6534850308353284
42.0,32.0,26.0,3.6534850308353284
40.0,32.0,-2.0,3.6534850308353284
40.0,32.0,26.0,3.6534850308353284
26.0,32.0,-16.0,3.6534850308353284
26.0,32.0,-20.0,3.6534850308353284
30.0,32.0,-4.0,3.6534850308353284
30.0,32.0,-8.0,3.6534850308353284
30.0,32.0,-18.0,3.6534850308353284
30.0,32.0,-20.0,3.6534850308353284
52.0,32.0,8.0,3.6534850308353284
34.0,32.0,-2.0,3.6534850308353284
34.0,32.0,-6.0,3.6534850308353284
34.0,32.0,-14.0,3.6534850308353284
36.0,32.0,-2.0,3.6534850308353284
36.0,32.0,-10.0,3.6534850308353284
36.0,32.0,-14.0,3.6534850308353284
38.0,32.0,-4.0,3.6534850308353284
34.0,32.0,-4.0,3.6534850308353284
-52.0,30.0,28.0,3.6534850308353284
-48.0,30.0,32.0,3.6534850308353284
-48.0,30.0,30.0,3.6534850308353284
-34.0,30.0,-4.0,3.6534850308353284
-32.0,30.0,10.0,3.6534850308353284
-32.0,30.0,8.0,3.6534850308353284
-32.0,30.0,2.0,3.6534850308353284
-32.0,30.0,0.0,3.6534850308353284
-32.0,30.0,-2.0,3.6534850308353284
-34.0,30.0,-2.0,3.6534850308353284
-28.0,30.0,12.0,3.6534850308353284
2.0,30.0,-4.0,3.6534850308353284
8.0,30.0,24.0,3.6534850308353284
8.0,30.0,12.0,3.6534850308353284
10.0,30.0,26.0,3.6534850308353284
10.0,30.0,24.0,3.6534850308353284
22.0,30.0,-18.0,3.6534850308353284
0.0,30.0,-8.0,3.6534850308353284
26.0,30.0,-14.0,3.6534850308353284
-34.0,30.0,0.0,3.6534850308353284
-34.0,30.0,12.0,3.6534850308353284
-48.0,30.0,20.0,3.6534850308353284
-46.0,30.0,18.0,3.6534850308353284
-44.0,30.0,32.0,3.6534850308353284
-44.0,30.0,22.0,3.6534850308353284
-44.0,30.0,18.0,3.6534850308353284
-44.0,30.0,6.0,3.6534850308353284
-34.0,30.0,2.0,3.6534850308353284
-42.0,30.0,18.0,3.6534850308353284
-40.0,30.0,0.0,3.6534850308353284
-38.0,30.0,8.0,3.6534850308353284
-38.0,30.0,2.0,3.6534850308353284
-38.0,30.0,-12.0,3.6534850308353284
-36.0,30.0,0.0,3.6534850308353284
-36.0,30.0,-2.0,3.6534850308353284
-42.0,30.0,6.0,3.6534850308353284
20.0,4.0,4.0,3.6534850308353284
8.0,16.0,48.0,3.6534850308353284
-10.0,62.0,22.0,3.6534850308353284
40.0,-2.0,50.0,3.6534850308353284
40.0,-2.0,52.0,3.6534850308353284
38.0,-2.0,48.0,3.6534850308353284
-58.0,-14.0,12.0,3.6534850308353284
-42.0,-46.0,40.0,3.6534850308353284
-42.0,-46.0,42.0,3.6534850308353284
38.0,-2.0,52.0,3.6534850308353284
-42.0,-46.0,44.0,3.6534850308353284
-44.0,-46.0,38.0,3.6534850308353284
30.0,-2.0,-18.0,3.6534850308353284
-44.0,-46.0,40.0,3.6534850308353284
-52.0,-58.0,24.0,3.6534850308353284
-46.0,-58.0,44.0,3.6534850308353284
-46.0,-58.0,34.0,3.6534850308353284
-46.0,-58.0,30.0,3.6534850308353284
-46.0,-58.0,28.0,3.6534850308353284
-54.0,-14.0,8.0,3.6534850308353284
30.0,-2.0,-12.0,3.6534850308353284
-30.0,-14.0,10.0,3.6534850308353284
42.0,-2.0,50.0,3.6534850308353284
-46.0,-58.0,26.0,3.6534850308353284
-52.0,-4.0,48.0,3.6534850308353284
-50.0,-4.0,48.0,3.6534850308353284
-24.0,-4.0,-14.0,3.6534850308353284
56.0,-12.0,-16.0,3.6534850308353284
-24.0,-4.0,-10.0,3.6534850308353284
2.0,-46.0,22.0,3.6534850308353284
-26.0,-4.0,-14.0,3.6534850308353284
0.0,-46.0,50.0,3.6534850308353284
-28.0,-4.0,-20.0,3.6534850308353284
58.0,-12.0,-14.0,3.6534850308353284
-28.0,-4.0,-18.0,3.6534850308353284
-6.0,-46.0,-4.0,3.6534850308353284
-8.0,-46.0,-4.0,3.6534850308353284
-28.0,-4.0,-10.0,3.6534850308353284
-54.0,-58.0,24.0,3.6534850308353284
-38.0,-46.0,40.0,3.6534850308353284
-40.0,-46.0,40.0,3.6534850308353284
58.0,-12.0,-20.0,3.6534850308353284
-28.0,-4.0,-8.0,3.6534850308353284
-48.0,-4.0,46.0,3.6534850308353284
-50.0,-4.0,46.0,3.6534850308353284
-52.0,-4.0,46.0,3.6534850308353284
-44.0,-46.0,44.0,3.6534850308353284
30.0,-2.0,-10.0,3.6534850308353284
-46.0,-58.0,24.0,3.6534850308353284
-22.0,-14.0,4.0,3.6534850308353284
-30.0,-58.0,42.0,3.6534850308353284
-22.0,-14.0,-14.0,3.6534850308353284
26.0,-2.0,-12.0,3.6534850308353284
-28.0,-58.0,42.0,3.6534850308353284
-8.0,-58.0,8.0,3.6534850308353284
-22.0,-14.0,-16.0,3.6534850308353284
-8.0,-58.0,6.0,3.6534850308353284
64.0,-44.0,16.0,3.6534850308353284
62.0,-44.0,16.0,3.6534850308353284
-16.0,-14.0,6.0,3.6534850308353284
-14.0,-14.0,2.0,3.6534850308353284
-14.0,-14.0,0.0,3.6534850308353284
-12.0,-14.0,10.0,3.6534850308353284
60.0,-44.0,16.0,3.6534850308353284
-2.0,-58.0,12.0,3.6534850308353284
-2.0,-58.0,10.0,3.6534850308353284
-2.0,-58.0,8.0,3.6534850308353284
58.0,-44.0,8.0,3.6534850308353284
-24.0,-14.0,4.0,3.6534850308353284
-32.0,-58.0,42.0,3.6534850308353284
-24.0,-14.0,6.0,3.6534850308353284
-26.0,-14.0,-14.0,3.6534850308353284
-28.0,-14.0,8.0,3.6534850308353284
-42.0,-58.0,28.0,3.6534850308353284
-42.0,-58.0,24.0,3.6534850308353284
-42.0,-58.0,22.0,3.6534850308353284
-26.0,-14.0,12.0,3.6534850308353284
-26.0,-14.0,10.0,3.6534850308353284
-26.0,-14.0,8.0,3.6534850308353284
-42.0,-58.0,20.0,3.6534850308353284
-40.0,-58.0,22.0,3.6534850308353284
42.0,-12.0,8.0,3.6534850308353284
-40.0,-58.0,20.0,3.6534850308353284
-38.0,-58.0,46.0,3.6534850308353284
-56.0,-46.0,0.0,3.6534850308353284
-34.0,-58.0,46.0,3.6534850308353284
-34.0,-58.0,44.0,3.6534850308353284
66.0,-44.0,14.0,3.6534850308353284
-26.0,-14.0,6.0,3.6534850308353284
-26.0,-14.0,4.0,3.6534850308353284
-32.0,-58.0,44.0,3.6534850308353284
-26.0,-14.0,-12.0,3.6534850308353284
-46.0,-46.0,48.0,3.6534850308353284
-2.0,-58.0,6.0,3.6534850308353284
40.0,-12.0,4.0,3.6534850308353284
8.0,-46.0,20.0,3.6534850308353284
10.0,-12.0,10.0,3.6534850308353284
10.0,-12.0,8.0,3.6534850308353284
30.0,-56.0,46.0,3.6534850308353284
10.0,-12.0,4.0,3.6534850308353284
34.0,-56.0,50.0,3.6534850308353284
14.0,-12.0,6.0,3.6534850308353284
20.0,-4.0,-10.0,3.6534850308353284
18.0,-4.0,-22.0,3.6534850308353284
34.0,-56.0,42.0,3.6534850308353284
18.0,-4.0,-14.0,3.6534850308353284
56.0,-46.0,16.0,3.6534850308353284
14.0,-12.0,2.0,3.6534850308353284
38.0,-56.0,46.0,3.6534850308353284
52.0,-56.0,30.0,3.6534850308353284
56.0,-46.0,18.0,3.6534850308353284
18.0,-4.0,-6.0,3.6534850308353284
54.0,-56.0,32.0,3.6534850308353284
54.0,-56.0,28.0,3.6534850308353284
16.0,-4.0,-6.0,3.6534850308353284
22.0,-4.0,-8.0,3.6534850308353284
14.0,-4.0,-14.0,3.6534850308353284
56.0,-46.0,14.0,3.6534850308353284
6.0,-56.0,44.0,3.6534850308353284
58.0,-46.0,26.0,3.6534850308353284
56.0,-46.0,6.0,3.6534850308353284
-12.0,-12.0,6.0,3.6534850308353284
-12.0,-12.0,4.0,3.6534850308353284
-2.0,-56.0,6.0,3.6534850308353284
-4.0,-12.0,38.0,3.6534850308353284
6.0,-12.0,8.0,3.6534850308353284
-2.0,-56.0,4.0,3.6534850308353284
0.0,-56.0,30.0,3.6534850308353284
6.0,-12.0,4.0,3.6534850308353284
8.0,-12.0,8.0,3.6534850308353284
2.0,-56.0,30.0,3.6534850308353284
8.0,-12.0,4.0,3.6534850308353284
4.0,-56.0,48.0,3.6534850308353284
4.0,-56.0,46.0,3.6534850308353284
4.0,-56.0,44.0,3.6534850308353284
4.0,-56.0,32.0,3.6534850308353284
4.0,-56.0,30.0,3.6534850308353284
4.0,-56.0,28.0,3.6534850308353284
6.0,-56.0,32.0,3.6534850308353284
14.0,-12.0,0.0,3.6534850308353284
54.0,-56.0,26.0,3.6534850308353284
54.0,-56.0,24.0,3.6534850308353284
6.0,-4.0,4.0,3.6534850308353284
54.0,-46.0,14.0,3.6534850308353284
6.0,-4.0,6.0,3.6534850308353284
6.0,-4.0,8.0,3.6534850308353284
54.0,-46.0,20.0,3.6534850308353284
-18.0,-4.0,-18.0,3.6534850308353284
-18.0,-4.0,-16.0,3.6534850308353284
-18.0,-4.0,-12.0,3.6534850308353284
54.0,-46.0,22.0,3.6534850308353284
54.0,-46.0,24.0,3.6534850308353284
-20.0,-4.0,-16.0,3.6534850308353284
52.0,-46.0,10.0,3.6534850308353284
-56.0,-58.0,24.0,3.6534850308353284
38.0,-12.0,4.0,3.6534850308353284
52.0,-46.0,12.0,3.6534850308353284
40.0,-12.0,8.0,3.6534850308353284
40.0,-12.0,6.0,3.6534850308353284
52.0,-46.0,16.0,3.6534850308353284
-22.0,-4.0,-6.0,3.6534850308353284
6.0,-4.0,0.0,3.6534850308353284
-56.0,-58.0,26.0,3.6534850308353284
-56.0,-58.0,28.0,3.6534850308353284
-56.0,-58.0,30.0,3.6534850308353284
26.0,-12.0,-12.0,3.6534850308353284
14.0,-4.0,-8.0,3.6534850308353284
56.0,-56.0,28.0,3.6534850308353284
56.0,-46.0,28.0,3.6534850308353284
14.0,-4.0,10.0,3.6534850308353284
12.0,-4.0,4.0,3.6534850308353284
30.0,-12.0,4.0,3.6534850308353284
30.0,-12.0,2.0,3.6534850308353284
12.0,-4.0,12.0,3.6534850308353284
6.0,-46.0,18.0,3.6534850308353284
10.0,-4.0,4.0,3.6534850308353284
34.0,-12.0,10.0,3.6534850308353284
-58.0,-58.0,26.0,3.6534850308353284
34.0,-12.0,4.0,3.6534850308353284
10.0,-4.0,12.0,3.6534850308353284
34.0,-12.0,2.0,3.6534850308353284
36.0,-12.0,8.0,3.6534850308353284
36.0,-12.0,6.0,3.6534850308353284
8.0,-4.0,10.0,3.6534850308353284
38.0,-12.0,10.0,3.6534850308353284
32.0,-12.0,6.0,3.6534850308353284
-4.0,-56.0,10.0,3.6534850308353284
2.0,-58.0,48.0,3.6534850308353284
-10.0,-14.0,6.0,3.6534850308353284
24.0,-40.0,-10.0,3.6534850308353284
-18.0,-2.0,-12.0,3.6534850308353284
-46.0,-60.0,20.0,3.6534850308353284
-44.0,-60.0,20.0,3.6534850308353284
-40.0,-60.0,22.0,3.6534850308353284
-6.0,-60.0,10.0,3.6534850308353284
-6.0,-60.0,8.0,3.6534850308353284
14.0,-40.0,0.0,3.6534850308353284
-6.0,-60.0,6.0,3.6534850308353284
14.0,-40.0,2.0,3.6534850308353284
-6.0,-60.0,4.0,3.6534850308353284
-20.0,-2.0,-26.0,3.6534850308353284
12.0,-40.0,0.0,3.6534850308353284
-4.0,-60.0,10.0,3.6534850308353284
-20.0,-2.0,-24.0,3.6534850308353284
-30.0,-40.0,0.0,3.6534850308353284
-20.0,-2.0,-16.0,3.6534850308353284
-32.0,-40.0,-4.0,3.6534850308353284
4.0,-60.0,46.0,3.6534850308353284
26.0,-40.0,-10.0,3.6534850308353284
6.0,-60.0,46.0,3.6534850308353284
28.0,-40.0,-8.0,3.6534850308353284
34.0,-14.0,10.0,3.6534850308353284
32.0,-14.0,2.0,3.6534850308353284
-32.0,-42.0,0.0,3.6534850308353284
-38.0,-42.0,42.0,3.6534850308353284
-38.0,-42.0,44.0,3.6534850308353284
6.0,-2.0,8.0,3.6534850308353284
-40.0,-42.0,40.0,3.6534850308353284
-42.0,-42.0,42.0,3.6534850308353284
-42.0,-42.0,48.0,3.6534850308353284
4.0,-2.0,2.0,3.6534850308353284
4.0,-2.0,6.0,3.6534850308353284
-8.0,-2.0,-8.0,3.6534850308353284
-48.0,-60.0,28.0,3.6534850308353284
-44.0,-42.0,40.0,3.6534850308353284
-10.0,-2.0,-8.0,3.6534850308353284
-44.0,-42.0,42.0,3.6534850308353284
-46.0,-60.0,34.0,3.6534850308353284
-18.0,-2.0,-14.0,3.6534850308353284
-44.0,-42.0,46.0,3.6534850308353284
-46.0,-60.0,32.0,3.6534850308353284
-46.0,-42.0,44.0,3.6534850308353284
-22.0,-2.0,-20.0,3.6534850308353284
-22.0,-2.0,-18.0,3.6534850308353284
36.0,-14.0,8.0,3.6534850308353284
58.0,-14.0,-18.0,3.6534850308353284
58.0,-14.0,-20.0,3.6534850308353284
-26.0,-2.0,-18.0,3.6534850308353284
-62.0,-16.0,10.0,3.6534850308353284
-62.0,-16.0,8.0,3.6534850308353284
-60.0,-16.0,8.0,3.6534850308353284
-58.0,-16.0,12.0,3.6534850308353284
36.0,-60.0,46.0,3.6534850308353284
-34.0,-40.0,0.0,3.6534850308353284
-38.0,-40.0,40.0,3.6534850308353284
38.0,-60.0,46.0,3.6534850308353284
-38.0,-40.0,42.0,3.6534850308353284
38.0,-60.0,44.0,3.6534850308353284
-26.0,-2.0,-8.0,3.6534850308353284
-26.0,-2.0,4.0,3.6534850308353284
-26.0,-2.0,6.0,3.6534850308353284
-56.0,-16.0,12.0,3.6534850308353284
-42.0,-40.0,44.0,3.6534850308353284
38.0,-60.0,42.0,3.6534850308353284
-24.0,-2.0,8.0,3.6534850308353284
58.0,-14.0,-16.0,3.6534850308353284
56.0,-14.0,-24.0,3.6534850308353284
56.0,-14.0,-22.0,3.6534850308353284
10.0,-60.0,48.0,3.6534850308353284
26.0,-60.0,50.0,3.6534850308353284
-22.0,-2.0,-6.0,3.6534850308353284
36.0,-14.0,2.0,3.6534850308353284
-22.0,-2.0,6.0,3.6534850308353284
-32.0,-40.0,-2.0,3.6534850308353284
28.0,-60.0,50.0,3.6534850308353284
-34.0,-40.0,-4.0,3.6534850308353284
38.0,-14.0,2.0,3.6534850308353284
-2.0,-42.0,54.0,3.6534850308353284
28.0,-60.0,48.0,3.6534850308353284
30.0,-60.0,50.0,3.6534850308353284
40.0,-14.0,8.0,3.6534850308353284
-34.0,-40.0,-2.0,3.6534850308353284
-24.0,-2.0,-6.0,3.6534850308353284
-24.0,-2.0,6.0,3.6534850308353284
30.0,-60.0,42.0,3.6534850308353284
32.0,-60.0,50.0,3.6534850308353284
40.0,-14.0,4.0,3.6534850308353284
56.0,-14.0,-16.0,3.6534850308353284
28.0,-60.0,44.0,3.6534850308353284
2.0,-58.0,28.0,3.6534850308353284
14.0,-42.0,0.0,3.6534850308353284
54.0,-42.0,8.0,3.6534850308353284
12.0,-14.0,6.0,3.6534850308353284
32.0,-58.0,50.0,3.6534850308353284
18.0,-2.0,-6.0,3.6534850308353284
14.0,-14.0,2.0,3.6534850308353284
14.0,-14.0,0.0,3.6534850308353284
58.0,-44.0,16.0,3.6534850308353284
56.0,-44.0,8.0,3.6534850308353284
36.0,-58.0,46.0,3.6534850308353284
16.0,-2.0,-6.0,3.6534850308353284
16.0,-2.0,-4.0,3.6534850308353284
14.0,-2.0,-16.0,3.6534850308353284
-54.0,-10.0,6.0,3.6534850308353284
36.0,-58.0,42.0,3.6534850308353284
26.0,-14.0,-10.0,3.6534850308353284
26.0,-14.0,-14.0,3.6534850308353284
14.0,-2.0,-4.0,3.6534850308353284
14.0,-2.0,6.0,3.6534850308353284
26.0,-14.0,-16.0,3.6534850308353284
14.0,-2.0,8.0,3.6534850308353284
12.0,-14.0,8.0,3.6534850308353284
14.0,-2.0,10.0,3.6534850308353284
10.0,-14.0,4.0,3.6534850308353284
10.0,-14.0,8.0,3.6534850308353284
2.0,-58.0,26.0,3.6534850308353284
2.0,-58.0,24.0,3.6534850308353284
4.0,-58.0,46.0,3.6534850308353284
4.0,-58.0,28.0,3.6534850308353284
4.0,-58.0,26.0,3.6534850308353284
-6.0,-14.0,40.0,3.6534850308353284
-2.0,-14.0,40.0,3.6534850308353284
0.0,-14.0,38.0,3.6534850308353284
6.0,-58.0,46.0,3.6534850308353284
4.0,-14.0,42.0,3.6534850308353284
26.0,-58.0,44.0,3.6534850308353284
18.0,-2.0,-22.0,3.6534850308353284
6.0,-14.0,8.0,3.6534850308353284
6.0,-14.0,2.0,3.6534850308353284
8.0,-14.0,8.0,3.6534850308353284
28.0,-58.0,44.0,3.6534850308353284
30.0,-58.0,48.0,3.6534850308353284
8.0,-14.0,6.0,3.6534850308353284
8.0,-14.0,4.0,3.6534850308353284
10.0,-14.0,6.0,3.6534850308353284
42.0,-44.0,42.0,3.6534850308353284
14.0,-44.0,0.0,3.6534850308353284
28.0,-14.0,-10.0,3.6534850308353284
12.0,-2.0,10.0,3.6534850308353284
10.0,-2.0,-10.0,3.6534850308353284
30.0,-14.0,4.0,3.6534850308353284
30.0,-14.0,2.0,3.6534850308353284
32.0,-14.0,10.0,3.6534850308353284
10.0,-2.0,-8.0,3.6534850308353284
10.0,-2.0,0.0,3.6534850308353284
10.0,-2.0,2.0,3.6534850308353284
-44.0,-44.0,48.0,3.6534850308353284
