Voxel_X,Voxel_Y,Voxel_Z,Uniformity_Value,Association_Value
52.0,18.0,34.0,5.284140977705252,0.0
52.0,18.0,36.0,5.284140977705252,0.0
52.0,20.0,12.0,3.6534850308353284,0.0
52.0,20.0,14.0,3.6534850308353284,0.0
52.0,20.0,16.0,3.6534850308353284,0.0
52.0,20.0,28.0,5.284140977705252,0.0
52.0,20.0,30.0,4.46881300427029,0.0
52.0,20.0,32.0,5.284140977705252,0.0
52.0,20.0,34.0,5.284140977705252,0.0
52.0,20.0,36.0,4.46881300427029,0.0
52.0,22.0,12.0,3.6534850308353284,0.0
52.0,22.0,14.0,3.6534850308353284,0.0
52.0,22.0,16.0,4.46881300427029,0.0
52.0,22.0,26.0,3.6534850308353284,0.0
52.0,22.0,28.0,6.099468951140214,0.0
52.0,22.0,30.0,6.099468951140214,0.0
52.0,22.0,32.0,4.46881300427029,0.0
52.0,22.0,34.0,5.284140977705252,0.0
52.0,22.0,36.0,5.284140977705252,0.0
52.0,24.0,12.0,3.6534850308353284,0.0
52.0,24.0,28.0,3.6534850308353284,0.0
52.0,24.0,32.0,3.6534850308353284,0.0
52.0,24.0,34.0,3.6534850308353284,0.0
52.0,24.0,36.0,3.6534850308353284,0.0
52.0,26.0,4.0,4.46881300427029,0.0
52.0,26.0,6.0,3.6534850308353284,0.0
52.0,26.0,28.0,4.46881300427029,0.0
52.0,26.0,32.0,3.6534850308353284,0.0
52.0,26.0,34.0,4.46881300427029,0.0
52.0,26.0,36.0,4.46881300427029,0.0
52.0,30.0,8.0,3.6534850308353284,0.0
52.0,30.0,10.0,3.6534850308353284,0.0
52.0,32.0,8.0,3.6534850308353284,0.0
50.0,-74.0,-2.0,3.6534850308353284,0.0
50.0,-74.0,0.0,3.6534850308353284,0.0
50.0,-70.0,-4.0,3.6534850308353284,-0.0
50.0,-68.0,-4.0,3.6534850308353284,-0.0
50.0,-52.0,20.0,3.6534850308353284,0.0
50.0,-52.0,28.0,3.6534850308353284,0.0
50.0,-50.0,44.0,3.6534850308353284,0.0
50.0,-48.0,44.0,3.6534850308353284,0.0
50.0,-6.0,-2.0,3.6534850308353284,0.0
50.0,8.0,28.0,4.46881300427029,-0.0
50.0,8.0,30.0,6.099468951140214,0.0
50.0,8.0,32.0,6.099468951140214,0.0
50.0,8.0,34.0,5.284140977705252,0.0
50.0,10.0,-12.0,3.6534850308353284,0.0
50.0,10.0,-10.0,4.46881300427029,0.0
50.0,10.0,-8.0,4.46881300427029,0.0
50.0,10.0,-6.0,4.46881300427029,0.0
50.0,10.0,-4.0,4.46881300427029,0.0
50.0,10.0,26.0,5.284140977705252,-0.0
50.0,10.0,28.0,6.099468951140214,-0.0
50.0,10.0,30.0,7.7301248980101365,0.0
50.0,10.0,32.0,6.9147969245751755,0.0
50.0,10.0,34.0,6.099468951140214,0.0
50.0,10.0,36.0,3.6534850308353284,-0.0
50.0,12.0,-12.0,4.46881300427029,0.0
50.0,12.0,-10.0,4.46881300427029,0.0
50.0,12.0,-8.0,5.284140977705252,0.0
50.0,12.0,-6.0,6.9147969245751755,0.0
50.0,12.0,-4.0,3.6534850308353284,0.0
50.0,12.0,26.0,6.099468951140214,0.0
50.0,12.0,28.0,6.099468951140214,-0.0
50.0,12.0,30.0,6.099468951140214,0.0
50.0,12.0,32.0,7.7301248980101365,0.0
50.0,12.0,34.0,5.284140977705252,0.0
50.0,14.0,-14.0,3.6534850308353284,0.0
50.0,14.0,-12.0,5.284140977705252,0.0
50.0,14.0,-10.0,6.099468951140214,0.0
50.0,14.0,-8.0,6.099468951140214,0.0
50.0,14.0,-6.0,5.284140977705252,0.0
50.0,14.0,-4.0,3.6534850308353284,-0.0
50.0,14.0,26.0,4.46881300427029,-0.0
50.0,14.0,28.0,7.7301248980101365,0.0
50.0,14.0,30.0,6.9147969245751755,0.0
50.0,14.0,32.0,6.9147969245751755,0.0
50.0,14.0,34.0,6.099468951140214,0.0
50.0,14.0,36.0,3.6534850308353284,0.0
50.0,16.0,-14.0,3.6534850308353284,0.0
50.0,16.0,-12.0,5.284140977705252,0.0
50.0,16.0,-10.0,6.9147969245751755,0.0
50.0,16.0,-8.0,6.099468951140214,0.0
50.0,16.0,-6.0,5.284140977705252,0.0
50.0,16.0,-4.0,4.46881300427029,0.0
50.0,16.0,28.0,7.7301248980101365,0.0
50.0,16.0,30.0,7.7301248980101365,0.0
50.0,16.0,32.0,7.7301248980101365,0.0
50.0,16.0,34.0,4.46881300427029,0.0
50.0,18.0,-12.0,5.284140977705252,0.0
50.0,18.0,-10.0,5.284140977705252,0.0
50.0,18.0,-8.0,5.284140977705252,0.0
50.0,18.0,-6.0,6.099468951140214,0.0
50.0,18.0,-4.0,5.284140977705252,0.0
50.0,18.0,14.0,3.6534850308353284,0.0
50.0,18.0,16.0,3.6534850308353284,0.0
50.0,18.0,26.0,3.6534850308353284,-0.0
50.0,18.0,28.0,3.6534850308353284,-0.0
50.0,18.0,30.0,4.46881300427029,0.0
50.0,18.0,32.0,6.099468951140214,0.0
50.0,18.0,34.0,6.099468951140214,0.0
50.0,18.0,36.0,4.46881300427029,0.0
50.0,18.0,38.0,4.46881300427029,0.0
50.0,20.0,-10.0,3.6534850308353284,0.0
50.0,20.0,-8.0,3.6534850308353284,0.0
50.0,20.0,14.0,3.6534850308353284,0.0
50.0,20.0,16.0,3.6534850308353284,0.0
50.0,20.0,28.0,4.46881300427029,0.0
50.0,20.0,30.0,4.46881300427029,0.0
50.0,20.0,32.0,4.46881300427029,0.0
50.0,20.0,34.0,5.284140977705252,0.0
50.0,20.0,36.0,4.46881300427029,0.0
50.0,22.0,-12.0,3.6534850308353284,0.0
50.0,22.0,-10.0,5.284140977705252,0.0
50.0,22.0,-8.0,3.6534850308353284,0.0
50.0,22.0,-6.0,3.6534850308353284,0.0
50.0,22.0,14.0,4.46881300427029,0.0
50.0,22.0,16.0,4.46881300427029,0.0
50.0,22.0,26.0,3.6534850308353284,-0.0
50.0,22.0,28.0,6.099468951140214,0.0
50.0,22.0,30.0,6.099468951140214,0.0
50.0,22.0,32.0,6.9147969245751755,0.0
50.0,22.0,34.0,6.099468951140214,0.0
50.0,22.0,36.0,5.284140977705252,0.0
50.0,22.0,40.0,3.6534850308353284,0.0
50.0,24.0,28.0,3.6534850308353284,0.0
50.0,24.0,30.0,3.6534850308353284,0.0
50.0,24.0,32.0,6.9147969245751755,0.0
50.0,24.0,36.0,3.6534850308353284,0.0
50.0,24.0,38.0,3.6534850308353284,0.0
50.0,24.0,40.0,3.6534850308353284,0.0
50.0,26.0,20.0,3.6534850308353284,0.0
50.0,26.0,24.0,3.6534850308353284,0.0
50.0,26.0,28.0,3.6534850308353284,0.0
50.0,26.0,30.0,3.6534850308353284,0.0
50.0,26.0,32.0,3.6534850308353284,0.0
50.0,26.0,34.0,3.6534850308353284,0.0
50.0,26.0,36.0,3.6534850308353284,0.0
50.0,26.0,38.0,3.6534850308353284,0.0
50.0,28.0,-2.0,3.6534850308353284,0.0
50.0,28.0,8.0,3.6534850308353284,0.0
50.0,28.0,26.0,3.6534850308353284,0.0
50.0,30.0,-10.0,3.6534850308353284,0.0
50.0,30.0,-8.0,3.6534850308353284,0.0
50.0,30.0,-6.0,3.6534850308353284,0.0
50.0,30.0,0.0,3.6534850308353284,0.0
50.0,30.0,2.0,3.6534850308353284,0.0
50.0,30.0,8.0,3.6534850308353284,0.0
50.0,32.0,0.0,3.6534850308353284,0.0
50.0,32.0,8.0,3.6534850308353284,0.0
48.0,-50.0,44.0,3.6534850308353284,0.0
48.0,6.0,30.0,3.6534850308353284,-0.0
48.0,6.0,32.0,4.46881300427029,-0.0
48.0,8.0,-8.0,3.6534850308353284,0.0
48.0,8.0,26.0,3.6534850308353284,-0.0
48.0,8.0,28.0,4.46881300427029,-0.0
48.0,8.0,30.0,5.284140977705252,-0.0
48.0,8.0,32.0,6.099468951140214,-0.0
48.0,8.0,34.0,6.099468951140214,0.0
48.0,10.0,-10.0,4.46881300427029,0.0
48.0,10.0,-8.0,5.284140977705252,0.0
48.0,10.0,-6.0,4.46881300427029,0.0
48.0,10.0,-4.0,3.6534850308353284,0.0
48.0,10.0,26.0,5.284140977705252,-0.0
48.0,10.0,28.0,6.099468951140214,-0.0
48.0,10.0,30.0,7.7301248980101365,0.0
48.0,10.0,32.0,7.7301248980101365,0.0
48.0,10.0,34.0,6.9147969245751755,0.0
48.0,10.0,36.0,3.6534850308353284,-0.0
48.0,12.0,-12.0,4.46881300427029,0.0
48.0,12.0,-10.0,5.284140977705252,0.0
48.0,12.0,-8.0,5.284140977705252,0.0
48.0,12.0,-6.0,4.46881300427029,0.0
48.0,12.0,-4.0,4.46881300427029,0.0
48.0,12.0,26.0,5.284140977705252,-0.0
48.0,12.0,28.0,5.284140977705252,-0.0
48.0,12.0,30.0,6.099468951140214,0.0
48.0,12.0,32.0,6.099468951140214,0.0
48.0,12.0,34.0,5.284140977705252,0.0
48.0,12.0,36.0,3.6534850308353284,0.0
48.0,14.0,-14.0,3.6534850308353284,0.0
48.0,14.0,-12.0,4.46881300427029,0.0
48.0,14.0,-10.0,6.099468951140214,0.0
48.0,14.0,-8.0,6.9147969245751755,0.0
48.0,14.0,-6.0,6.9147969245751755,0.0
48.0,14.0,-4.0,6.099468951140214,0.0
48.0,14.0,-2.0,3.6534850308353284,0.0
48.0,14.0,26.0,3.6534850308353284,-0.0
48.0,14.0,28.0,6.099468951140214,0.0
48.0,14.0,30.0,6.9147969245751755,0.0
48.0,14.0,32.0,6.9147969245751755,0.0
48.0,14.0,34.0,6.099468951140214,0.0
48.0,14.0,36.0,3.6534850308353284,0.0
48.0,16.0,-12.0,4.46881300427029,0.0
48.0,16.0,-10.0,6.099468951140214,0.0
48.0,16.0,-8.0,7.7301248980101365,0.0
48.0,16.0,-6.0,6.099468951140214,0.0
48.0,16.0,-4.0,6.9147969245751755,0.0
48.0,16.0,-2.0,3.6534850308353284,0.0
48.0,16.0,16.0,4.46881300427029,0.0
48.0,16.0,26.0,3.6534850308353284,-0.0
48.0,16.0,28.0,6.9147969245751755,0.0
48.0,16.0,30.0,6.9147969245751755,0.0
48.0,16.0,32.0,6.9147969245751755,0.0
48.0,16.0,34.0,6.099468951140214,0.0
48.0,16.0,36.0,4.46881300427029,0.0
48.0,18.0,-12.0,4.46881300427029,0.0
48.0,18.0,-10.0,5.284140977705252,0.0
48.0,18.0,-8.0,6.099468951140214,0.0
48.0,18.0,-6.0,6.099468951140214,0.0
48.0,18.0,-4.0,6.099468951140214,0.0
48.0,18.0,-2.0,3.6534850308353284,-0.0
48.0,18.0,12.0,3.6534850308353284,0.0
48.0,18.0,14.0,4.46881300427029,0.0
48.0,18.0,16.0,3.6534850308353284,0.0
48.0,18.0,30.0,3.6534850308353284,-0.0
48.0,18.0,32.0,5.284140977705252,0.0
48.0,18.0,34.0,4.46881300427029,0.0
48.0,18.0,36.0,4.46881300427029,0.0
48.0,20.0,-10.0,4.46881300427029,0.0
48.0,20.0,-8.0,6.099468951140214,0.0
48.0,20.0,-6.0,5.284140977705252,0.0
48.0,20.0,-4.0,3.6534850308353284,-0.0
48.0,20.0,12.0,3.6534850308353284,0.0
48.0,20.0,14.0,3.6534850308353284,0.0
48.0,20.0,16.0,3.6534850308353284,0.0
48.0,20.0,28.0,3.6534850308353284,-0.0
48.0,22.0,-12.0,4.46881300427029,0.0
48.0,22.0,-10.0,6.099468951140214,0.0
48.0,22.0,-8.0,6.099468951140214,0.0
48.0,22.0,-6.0,5.284140977705252,0.0
48.0,22.0,-4.0,5.284140977705252,0.0
48.0,22.0,14.0,3.6534850308353284,0.0
48.0,22.0,20.0,3.6534850308353284,0.0
48.0,22.0,30.0,3.6534850308353284,0.0
48.0,22.0,32.0,6.099468951140214,0.0
48.0,22.0,36.0,4.46881300427029,0.0
48.0,24.0,-12.0,3.6534850308353284,0.0
48.0,24.0,-10.0,5.284140977705252,0.0
48.0,24.0,-8.0,3.6534850308353284,0.0
48.0,26.0,-12.0,3.6534850308353284,0.0
48.0,26.0,-10.0,3.6534850308353284,0.0
48.0,26.0,-8.0,3.6534850308353284,0.0
48.0,26.0,-6.0,3.6534850308353284,0.0
48.0,26.0,-4.0,3.6534850308353284,0.0
48.0,26.0,-2.0,3.6534850308353284,0.0
48.0,26.0,0.0,4.46881300427029,0.0
48.0,26.0,12.0,3.6534850308353284,0.0
48.0,26.0,38.0,3.6534850308353284,0.0
48.0,28.0,-10.0,3.6534850308353284,0.0
48.0,28.0,-8.0,3.6534850308353284,0.0
48.0,28.0,-6.0,3.6534850308353284,0.0
48.0,28.0,-4.0,4.46881300427029,0.0
48.0,28.0,-2.0,4.46881300427029,0.0
48.0,28.0,0.0,4.46881300427029,0.0
48.0,28.0,2.0,4.46881300427029,0.0
48.0,28.0,16.0,3.6534850308353284,0.0
48.0,30.0,-10.0,3.6534850308353284,0.0
48.0,30.0,-8.0,3.6534850308353284,0.0
48.0,30.0,-6.0,4.46881300427029,0.0
