Voxel_X,Voxel_Y,Voxel_Z,Uniformity_Value,Association_Value
34.0,-18.0,2.0,3.6534850308353284,0.0
34.0,-18.0,4.0,4.46881300427029,0.0
34.0,-16.0,0.0,3.6534850308353284,0.0
34.0,-16.0,2.0,5.284140977705252,0.0
34.0,-16.0,4.0,5.284140977705252,0.0
34.0,-16.0,6.0,5.284140977705252,0.0
34.0,-16.0,8.0,5.284140977705252,0.0
34.0,-16.0,10.0,3.6534850308353284,0.0
34.0,-14.0,0.0,4.46881300427029,0.0
34.0,-14.0,2.0,4.46881300427029,0.0
34.0,-14.0,4.0,5.284140977705252,0.0
34.0,-14.0,6.0,5.284140977705252,0.0
34.0,-14.0,8.0,6.099468951140214,0.0
34.0,-14.0,10.0,3.6534850308353284,0.0
34.0,-12.0,2.0,3.6534850308353284,0.0
34.0,-12.0,4.0,3.6534850308353284,0.0
34.0,-12.0,6.0,4.46881300427029,0.0
34.0,-12.0,8.0,5.284140977705252,0.0
34.0,-12.0,10.0,3.6534850308353284,0.0
34.0,-10.0,4.0,3.6534850308353284,0.0
34.0,-10.0,6.0,5.284140977705252,0.0
34.0,-10.0,8.0,4.46881300427029,0.0
34.0,-10.0,10.0,3.6534850308353284,0.0
34.0,-8.0,6.0,3.6534850308353284,0.0
34.0,6.0,-8.0,3.6534850308353284,0.0
34.0,6.0,-6.0,3.6534850308353284,0.0
34.0,6.0,24.0,3.6534850308353284,0.0
34.0,8.0,24.0,3.6534850308353284,0.0
34.0,10.0,-8.0,4.46881300427029,0.0
34.0,10.0,-6.0,4.46881300427029,0.0
34.0,10.0,-4.0,5.284140977705252,0.0
34.0,10.0,-2.0,4.46881300427029,0.0
34.0,10.0,0.0,4.46881300427029,0.0
34.0,10.0,22.0,3.6534850308353284,0.0
34.0,10.0,24.0,4.46881300427029,0.0
34.0,10.0,26.0,3.6534850308353284,0.0
34.0,12.0,-8.0,3.6534850308353284,0.0
34.0,12.0,-6.0,4.46881300427029,0.0
34.0,12.0,-4.0,4.46881300427029,0.0
34.0,12.0,-2.0,5.284140977705252,0.0
34.0,12.0,0.0,5.284140977705252,0.0
34.0,14.0,-2.0,6.099468951140214,0.0
34.0,14.0,0.0,7.7301248980101365,0.0
34.0,14.0,2.0,6.099468951140214,0.0
34.0,14.0,4.0,3.6534850308353284,-0.0
34.0,16.0,-8.0,3.6534850308353284,0.0
34.0,16.0,-6.0,3.6534850308353284,0.0
34.0,16.0,-4.0,6.099468951140214,0.0
34.0,16.0,-2.0,8.545452871445098,0.0
34.0,16.0,0.0,8.545452871445098,0.0
34.0,16.0,2.0,6.9147969245751755,0.0
34.0,16.0,4.0,7.7301248980101365,0.0
34.0,16.0,6.0,4.46881300427029,0.0
34.0,18.0,-10.0,3.6534850308353284,-0.0
34.0,18.0,-8.0,6.9147969245751755,0.0
34.0,18.0,-6.0,8.545452871445098,0.0
34.0,18.0,-4.0,12.622092738619903,0.0
34.0,18.0,-2.0,10.991436791749983,0.0
34.0,18.0,0.0,10.176108818315022,0.0
34.0,18.0,2.0,9.36078084488006,0.0
34.0,18.0,4.0,8.545452871445098,0.0
34.0,18.0,6.0,5.284140977705252,-0.0
34.0,18.0,8.0,3.6534850308353284,-0.0
34.0,20.0,-10.0,4.46881300427029,-0.0
34.0,20.0,-8.0,6.9147969245751755,-0.0
34.0,20.0,-6.0,10.176108818315022,0.0
34.0,20.0,-4.0,14.252748685489827,0.0
34.0,20.0,-2.0,14.252748685489827,0.0
34.0,20.0,0.0,11.806764765184944,0.0
34.0,20.0,2.0,8.545452871445098,-0.0
34.0,20.0,4.0,8.545452871445098,-0.0
34.0,20.0,6.0,4.46881300427029,-0.0
34.0,20.0,10.0,3.6534850308353284,0.0
34.0,22.0,-14.0,3.6534850308353284,0.0
34.0,22.0,-12.0,3.6534850308353284,-0.0
34.0,22.0,-10.0,5.284140977705252,-0.0
34.0,22.0,-8.0,9.36078084488006,0.0
34.0,22.0,-6.0,10.176108818315022,0.0
34.0,22.0,-4.0,12.622092738619903,0.0
34.0,22.0,-2.0,15.068076658924786,0.0
34.0,22.0,0.0,14.252748685489827,0.0
34.0,22.0,2.0,10.176108818315022,-0.0
34.0,22.0,4.0,7.7301248980101365,-0.0
34.0,22.0,6.0,5.284140977705252,-0.0
34.0,22.0,8.0,4.46881300427029,-0.0
34.0,24.0,-14.0,4.46881300427029,0.0
34.0,24.0,-10.0,6.099468951140214,0.0
34.0,24.0,-8.0,9.36078084488006,0.0
34.0,24.0,-6.0,11.806764765184944,0.0
34.0,24.0,-4.0,13.437420712054863,0.0
34.0,24.0,-2.0,12.622092738619903,0.0
34.0,24.0,0.0,10.176108818315022,-0.0
34.0,24.0,2.0,9.36078084488006,-0.0
34.0,24.0,4.0,7.7301248980101365,-0.0
34.0,24.0,6.0,5.284140977705252,-0.0
34.0,24.0,8.0,4.46881300427029,-0.0
34.0,26.0,-16.0,3.6534850308353284,0.0
34.0,26.0,-14.0,4.46881300427029,0.0
34.0,26.0,-12.0,3.6534850308353284,0.0
34.0,26.0,-10.0,3.6534850308353284,-0.0
34.0,26.0,-8.0,10.991436791749983,0.0
34.0,26.0,-6.0,10.176108818315022,0.0
34.0,26.0,-4.0,10.991436791749983,0.0
34.0,26.0,-2.0,10.176108818315022,0.0
34.0,26.0,0.0,10.176108818315022,0.0
34.0,26.0,2.0,6.099468951140214,-0.0
34.0,26.0,4.0,6.099468951140214,-0.0
34.0,26.0,6.0,4.46881300427029,-0.0
34.0,26.0,8.0,5.284140977705252,0.0
34.0,28.0,-16.0,3.6534850308353284,0.0
34.0,28.0,-14.0,5.284140977705252,0.0
34.0,28.0,-8.0,4.46881300427029,-0.0
34.0,28.0,-6.0,6.099468951140214,-0.0
34.0,28.0,-4.0,6.9147969245751755,-0.0
34.0,28.0,-2.0,6.099468951140214,-0.0
34.0,28.0,0.0,6.099468951140214,-0.0
34.0,28.0,2.0,3.6534850308353284,-0.0
34.0,30.0,-16.0,4.46881300427029,0.0
34.0,30.0,-14.0,5.284140977705252,0.0
34.0,30.0,-12.0,3.6534850308353284,0.0
34.0,30.0,-10.0,5.284140977705252,0.0
34.0,30.0,-8.0,5.284140977705252,0.0
34.0,30.0,-6.0,4.46881300427029,0.0
34.0,30.0,-4.0,4.46881300427029,-0.0
34.0,32.0,-14.0,3.6534850308353284,0.0
34.0,32.0,-10.0,4.46881300427029,0.0
34.0,32.0,-8.0,4.46881300427029,0.0
34.0,32.0,-6.0,3.6534850308353284,0.0
34.0,32.0,-4.0,3.6534850308353284,0.0
34.0,32.0,-2.0,3.6534850308353284,0.0
34.0,34.0,-10.0,5.284140977705252,0.0
34.0,34.0,-8.0,6.099468951140214,0.0
34.0,34.0,-6.0,5.284140977705252,0.0
34.0,34.0,-4.0,5.284140977705252,0.0
34.0,34.0,-2.0,4.46881300427029,0.0
34.0,36.0,-10.0,3.6534850308353284,0.0
34.0,36.0,-8.0,3.6534850308353284,0.0
34.0,36.0,-6.0,3.6534850308353284,0.0
34.0,36.0,-4.0,6.099468951140214,0.0
34.0,38.0,-10.0,3.6534850308353284,0.0
34.0,38.0,-8.0,5.284140977705252,0.0
34.0,38.0,-6.0,5.284140977705252,0.0
34.0,38.0,-4.0,5.284140977705252,0.0
34.0,40.0,-4.0,5.284140977705252,5.151754528435885
34.0,56.0,-4.0,3.6534850308353284,0.0
34.0,56.0,-2.0,3.6534850308353284,0.0
34.0,58.0,-4.0,3.6534850308353284,0.0
34.0,58.0,-2.0,3.6534850308353284,0.0
34.0,60.0,-4.0,3.6534850308353284,0.0
34.0,60.0,-2.0,3.6534850308353284,0.0
34.0,62.0,-4.0,3.6534850308353284,0.0
32.0,-64.0,44.0,3.6534850308353284,0.0
32.0,-64.0,46.0,3.6534850308353284,0.0
32.0,-64.0,48.0,3.6534850308353284,0.0
32.0,-62.0,42.0,4.46881300427029,0.0
32.0,-62.0,44.0,6.099468951140214,0.0
32.0,-62.0,46.0,5.284140977705252,0.0
32.0,-62.0,48.0,5.284140977705252,0.0
32.0,-62.0,50.0,3.6534850308353284,0.0
32.0,-60.0,42.0,4.46881300427029,0.0
32.0,-60.0,44.0,5.284140977705252,0.0
32.0,-60.0,46.0,5.284140977705252,0.0
32.0,-60.0,48.0,5.284140977705252,0.0
32.0,-60.0,50.0,3.6534850308353284,-0.0
32.0,-58.0,42.0,6.099468951140214,0.0
32.0,-58.0,44.0,6.9147969245751755,0.0
32.0,-58.0,46.0,6.099468951140214,0.0
32.0,-58.0,48.0,6.9147969245751755,0.0
32.0,-58.0,50.0,3.6534850308353284,-0.0
32.0,-56.0,44.0,4.46881300427029,0.0
32.0,-56.0,46.0,4.46881300427029,0.0
32.0,-56.0,48.0,5.284140977705252,0.0
32.0,-18.0,2.0,3.6534850308353284,0.0
32.0,-18.0,8.0,3.6534850308353284,0.0
32.0,-16.0,2.0,4.46881300427029,0.0
32.0,-16.0,4.0,3.6534850308353284,0.0
32.0,-16.0,6.0,4.46881300427029,0.0
32.0,-16.0,8.0,5.284140977705252,0.0
32.0,-16.0,10.0,3.6534850308353284,0.0
32.0,-14.0,2.0,3.6534850308353284,0.0
32.0,-14.0,4.0,4.46881300427029,0.0
32.0,-14.0,6.0,4.46881300427029,0.0
32.0,-14.0,8.0,5.284140977705252,0.0
32.0,-14.0,10.0,3.6534850308353284,0.0
32.0,-12.0,4.0,4.46881300427029,0.0
32.0,-12.0,6.0,3.6534850308353284,0.0
32.0,-12.0,8.0,4.46881300427029,0.0
32.0,-10.0,8.0,4.46881300427029,0.0
32.0,-6.0,-12.0,3.6534850308353284,0.0
32.0,-4.0,-12.0,3.6534850308353284,0.0
32.0,10.0,-6.0,3.6534850308353284,0.0
32.0,12.0,-2.0,3.6534850308353284,0.0
32.0,14.0,-4.0,4.46881300427029,0.0
32.0,14.0,-2.0,4.46881300427029,0.0
32.0,14.0,0.0,5.284140977705252,0.0
32.0,14.0,2.0,3.6534850308353284,0.0
32.0,14.0,4.0,3.6534850308353284,0.0
32.0,16.0,-6.0,3.6534850308353284,0.0
32.0,16.0,-4.0,6.099468951140214,0.0
32.0,16.0,-2.0,6.099468951140214,0.0
32.0,16.0,0.0,7.7301248980101365,0.0
32.0,16.0,2.0,6.099468951140214,0.0
32.0,16.0,4.0,6.099468951140214,0.0
32.0,18.0,-10.0,4.46881300427029,0.0
32.0,18.0,-8.0,5.284140977705252,0.0
32.0,18.0,-6.0,6.9147969245751755,0.0
32.0,18.0,-4.0,10.176108818315022,0.0
32.0,18.0,-2.0,10.176108818315022,0.0
32.0,18.0,0.0,9.36078084488006,0.0
32.0,18.0,2.0,7.7301248980101365,0.0
32.0,18.0,4.0,7.7301248980101365,0.0
32.0,18.0,6.0,4.46881300427029,-0.0
32.0,20.0,-10.0,4.46881300427029,0.0
32.0,20.0,-8.0,6.9147969245751755,0.0
32.0,20.0,-6.0,9.36078084488006,0.0
32.0,20.0,-4.0,12.622092738619903,0.0
32.0,20.0,-2.0,11.806764765184944,0.0
32.0,20.0,0.0,9.36078084488006,0.0
32.0,20.0,2.0,8.545452871445098,0.0
32.0,20.0,4.0,7.7301248980101365,0.0
32.0,20.0,6.0,5.284140977705252,-0.0
32.0,22.0,-12.0,3.6534850308353284,-0.0
32.0,22.0,-10.0,5.284140977705252,0.0
32.0,22.0,-8.0,7.7301248980101365,0.0
32.0,22.0,-6.0,10.176108818315022,0.0
32.0,22.0,-4.0,13.437420712054863,0.0
32.0,22.0,-2.0,12.622092738619903,0.0
32.0,22.0,0.0,11.806764765184944,0.0
32.0,22.0,2.0,8.545452871445098,-0.0
32.0,22.0,4.0,6.9147969245751755,-0.0
32.0,22.0,6.0,6.099468951140214,-0.0
32.0,22.0,8.0,3.6534850308353284,-0.0
32.0,24.0,-16.0,3.6534850308353284,0.0
32.0,24.0,-10.0,6.099468951140214,0.0
32.0,24.0,-8.0,9.36078084488006,0.0
32.0,24.0,-6.0,12.622092738619903,0.0
32.0,24.0,-4.0,13.437420712054863,0.0
32.0,24.0,-2.0,12.622092738619903,0.0
32.0,24.0,0.0,10.991436791749983,0.0
32.0,24.0,2.0,8.545452871445098,0.0
32.0,24.0,4.0,6.099468951140214,-0.0
32.0,24.0,6.0,6.099468951140214,0.0
32.0,24.0,8.0,4.46881300427029,0.0
32.0,26.0,-10.0,5.284140977705252,0.0
32.0,26.0,-8.0,7.7301248980101365,0.0
32.0,26.0,-6.0,9.36078084488006,0.0
32.0,26.0,-4.0,10.176108818315022,0.0
32.0,26.0,-2.0,10.176108818315022,0.0
32.0,26.0,0.0,8.545452871445098,-0.0
32.0,26.0,2.0,5.284140977705252,-0.0
32.0,26.0,4.0,3.6534850308353284,-0.0
32.0,26.0,6.0,3.6534850308353284,-0.0
32.0,28.0,-14.0,3.6534850308353284,0.0
32.0,28.0,-8.0,5.284140977705252,0.0
32.0,28.0,-6.0,6.099468951140214,0.0
32.0,28.0,-4.0,6.099468951140214,-0.0
32.0,28.0,-2.0,6.099468951140214,-0.0
32.0,28.0,0.0,6.9147969245751755,0.0
32.0,30.0,-14.0,3.6534850308353284,0.0
32.0,30.0,-4.0,3.6534850308353284,-0.0
32.0,34.0,-8.0,3.6534850308353284,0.0
32.0,34.0,-6.0,4.46881300427029,0.0
32.0,34.0,-4.0,3.6534850308353284,0.0
32.0,34.0,-2.0,3.6534850308353284,0.0
32.0,38.0,-8.0,3.6534850308353284,0.0
32.0,38.0,-4.0,3.6534850308353284,0.0
32.0,58.0,-4.0,3.6534850308353284,0.0
30.0,-66.0,44.0,3.6534850308353284,0.0
30.0,-64.0,44.0,3.6534850308353284,-0.0
30.0,-64.0,46.0,4.46881300427029,0.0
30.0,-64.0,48.0,4.46881300427029,0.0
30.0,-62.0,40.0,3.6534850308353284,0.0
30.0,-62.0,42.0,4.46881300427029,0.0
30.0,-62.0,44.0,5.284140977705252,0.0
30.0,-62.0,46.0,4.46881300427029,0.0
30.0,-62.0,48.0,5.284140977705252,0.0
30.0,-60.0,42.0,3.6534850308353284,0.0
30.0,-60.0,44.0,6.099468951140214,0.0
30.0,-60.0,46.0,4.46881300427029,0.0
30.0,-60.0,48.0,5.284140977705252,0.0
30.0,-60.0,50.0,3.6534850308353284,-0.0
30.0,-58.0,42.0,5.284140977705252,0.0
30.0,-58.0,44.0,5.284140977705252,0.0
30.0,-58.0,46.0,5.284140977705252,0.0
30.0,-58.0,48.0,3.6534850308353284,-0.0
30.0,-56.0,46.0,3.6534850308353284,-0.0
30.0,-16.0,2.0,4.46881300427029,0.0
30.0,-16.0,4.0,3.6534850308353284,0.0
30.0,-16.0,6.0,3.6534850308353284,0.0
30.0,-14.0,2.0,3.6534850308353284,0.0
30.0,-14.0,4.0,3.6534850308353284,0.0
30.0,-14.0,6.0,3.6534850308353284,0.0
30.0,-14.0,8.0,3.6534850308353284,0.0
30.0,-14.0,10.0,3.6534850308353284,0.0
30.0,-12.0,2.0,3.6534850308353284,0.0
30.0,-12.0,4.0,3.6534850308353284,0.0
30.0,-12.0,8.0,4.46881300427029,0.0
30.0,-8.0,-18.0,3.6534850308353284,0.0
30.0,-8.0,-12.0,3.6534850308353284,0.0
30.0,-6.0,-20.0,3.6534850308353284,0.0
30.0,-6.0,-18.0,5.284140977705252,0.0
30.0,-6.0,-16.0,3.6534850308353284,0.0
30.0,-6.0,-12.0,5.284140977705252,0.0
30.0,-6.0,-10.0,4.46881300427029,0.0
30.0,-4.0,-20.0,4.46881300427029,0.0
30.0,-4.0,-18.0,3.6534850308353284,0.0
30.0,-4.0,-16.0,5.284140977705252,0.0
30.0,-4.0,-14.0,3.6534850308353284,0.0
30.0,-4.0,-12.0,4.46881300427029,0.0
30.0,-4.0,-8.0,3.6534850308353284,0.0
30.0,-2.0,-20.0,4.46881300427029,0.0
30.0,-2.0,-18.0,3.6534850308353284,0.0
30.0,-2.0,-16.0,4.46881300427029,0.0
30.0,-2.0,-14.0,4.46881300427029,0.0
30.0,-2.0,-12.0,3.6534850308353284,0.0
30.0,-2.0,-10.0,3.6534850308353284,0.0
30.0,0.0,-20.0,3.6534850308353284,0.0
30.0,12.0,0.0,4.46881300427029,0.0
30.0,14.0,-4.0,3.6534850308353284,0.0
30.0,14.0,-2.0,3.6534850308353284,0.0
30.0,14.0,0.0,4.46881300427029,0.0
30.0,14.0,2.0,4.46881300427029,0.0
30.0,14.0,4.0,3.6534850308353284,0.0
30.0,16.0,-6.0,3.6534850308353284,0.0
30.0,16.0,-4.0,4.46881300427029,0.0
30.0,16.0,-2.0,6.099468951140214,0.0
30.0,16.0,0.0,6.9147969245751755,0.0
30.0,16.0,2.0,6.099468951140214,0.0
30.0,16.0,4.0,5.284140977705252,0.0
30.0,18.0,-8.0,4.46881300427029,0.0
30.0,18.0,-6.0,6.099468951140214,0.0
30.0,18.0,-4.0,7.7301248980101365,0.0
30.0,18.0,-2.0,8.545452871445098,0.0
30.0,18.0,0.0,7.7301248980101365,0.0
30.0,18.0,2.0,5.284140977705252,0.0
30.0,18.0,4.0,6.099468951140214,0.0
30.0,18.0,6.0,5.284140977705252,0.0
30.0,18.0,8.0,3.6534850308353284,0.0
30.0,20.0,-10.0,4.46881300427029,0.0
30.0,20.0,-8.0,5.284140977705252,0.0
30.0,20.0,-6.0,6.099468951140214,0.0
30.0,20.0,-4.0,9.36078084488006,0.0
30.0,20.0,-2.0,10.176108818315022,0.0
30.0,20.0,0.0,8.545452871445098,0.0
30.0,20.0,2.0,7.7301248980101365,0.0
30.0,20.0,4.0,6.099468951140214,0.0
30.0,22.0,-10.0,3.6534850308353284,-0.0
30.0,22.0,-8.0,6.9147969245751755,0.0
30.0,22.0,-6.0,6.099468951140214,-0.0
30.0,22.0,-4.0,11.806764765184944,0.0
30.0,22.0,-2.0,10.991436791749983,0.0
30.0,22.0,0.0,9.36078084488006,0.0
30.0,22.0,2.0,6.099468951140214,-0.0
30.0,22.0,4.0,7.7301248980101365,0.0
30.0,24.0,-10.0,4.46881300427029,0.0
30.0,24.0,-8.0,6.099468951140214,0.0
30.0,24.0,-6.0,7.7301248980101365,0.0
30.0,24.0,-4.0,9.36078084488006,0.0
30.0,24.0,-2.0,9.36078084488006,0.0
30.0,24.0,0.0,8.545452871445098,0.0
30.0,24.0,2.0,7.7301248980101365,0.0
30.0,24.0,4.0,4.46881300427029,-0.0
30.0,24.0,6.0,3.6534850308353284,-0.0
30.0,26.0,-20.0,3.6534850308353284,0.0
30.0,26.0,-18.0,5.284140977705252,0.0
30.0,26.0,-8.0,5.284140977705252,0.0
30.0,26.0,-6.0,6.9147969245751755,0.0
30.0,26.0,-4.0,8.545452871445098,0.0
30.0,26.0,-2.0,7.7301248980101365,0.0
30.0,26.0,0.0,5.284140977705252,-0.0
30.0,26.0,2.0,3.6534850308353284,-0.0
30.0,26.0,4.0,3.6534850308353284,-0.0
30.0,28.0,-22.0,3.6534850308353284,0.0
30.0,28.0,-20.0,4.46881300427029,0.0
30.0,28.0,-18.0,6.099468951140214,0.0
30.0,28.0,-16.0,6.099468951140214,0.0
30.0,28.0,-14.0,3.6534850308353284,0.0
30.0,28.0,-6.0,4.46881300427029,0.0
30.0,28.0,-4.0,5.284140977705252,0.0
30.0,28.0,-2.0,5.284140977705252,0.0
30.0,28.0,0.0,4.46881300427029,-0.0
30.0,30.0,-22.0,3.6534850308353284,0.0
30.0,30.0,-20.0,4.46881300427029,0.0
30.0,30.0,-18.0,6.099468951140214,0.0
30.0,30.0,-16.0,4.46881300427029,0.0
30.0,30.0,-4.0,3.6534850308353284,0.0
30.0,32.0,-20.0,3.6534850308353284,0.0
30.0,32.0,-18.0,3.6534850308353284,0.0
30.0,32.0,-16.0,4.46881300427029,0.0
30.0,32.0,-8.0,3.6534850308353284,0.0
30.0,32.0,-4.0,3.6534850308353284,0.0
30.0,34.0,-20.0,3.6534850308353284,0.0
30.0,34.0,-18.0,5.284140977705252,0.0
30.0,34.0,-16.0,3.6534850308353284,0.0
30.0,34.0,-4.0,3.6534850308353284,0.0
30.0,36.0,-18.0,3.6534850308353284,0.0
28.0,-64.0,50.0,3.6534850308353284,0.0
28.0,-62.0,44.0,3.6534850308353284,-0.0
28.0,-62.0,48.0,3.6534850308353284,-0.0
28.0,-62.0,50.0,3.6534850308353284,-0.0
28.0,-60.0,44.0,3.6534850308353284,-0.0
28.0,-60.0,48.0,3.6534850308353284,-0.0
28.0,-60.0,50.0,3.6534850308353284,0.0
28.0,-58.0,44.0,3.6534850308353284,-0.0
28.0,-58.0,48.0,4.46881300427029,0.0
28.0,-40.0,-8.0,3.6534850308353284,0.0
28.0,-34.0,-16.0,3.6534850308353284,0.0
28.0,-34.0,-14.0,3.6534850308353284,0.0
28.0,-32.0,-8.0,3.6534850308353284,0.0
28.0,-14.0,-16.0,3.6534850308353284,0.0
28.0,-14.0,-12.0,3.6534850308353284,0.0
28.0,-14.0,-10.0,3.6534850308353284,0.0
28.0,-10.0,-18.0,4.46881300427029,0.0
28.0,-10.0,-16.0,4.46881300427029,0.0
28.0,-10.0,-12.0,4.46881300427029,0.0
28.0,-10.0,-10.0,3.6534850308353284,0.0
28.0,-10.0,-8.0,3.6534850308353284,0.0
28.0,-8.0,-20.0,3.6534850308353284,0.0
28.0,-8.0,-18.0,4.46881300427029,0.0
28.0,-8.0,-16.0,5.284140977705252,0.0
28.0,-8.0,-14.0,3.6534850308353284,0.0
28.0,-8.0,-12.0,3.6534850308353284,0.0
28.0,-6.0,-20.0,6.099468951140214,0.0
28.0,-6.0,-18.0,5.284140977705252,0.0
28.0,-6.0,-16.0,5.284140977705252,0.0
28.0,-6.0,-14.0,3.6534850308353284,0.0
28.0,-6.0,-12.0,5.284140977705252,0.0
28.0,-6.0,-8.0,3.6534850308353284,0.0
28.0,-4.0,-22.0,4.46881300427029,0.0
28.0,-4.0,-20.0,6.9147969245751755,0.0
28.0,-4.0,-18.0,5.284140977705252,0.0
28.0,-4.0,-16.0,5.284140977705252,0.0
28.0,-4.0,-14.0,3.6534850308353284,0.0
28.0,-4.0,-12.0,4.46881300427029,0.0
28.0,-2.0,-20.0,6.099468951140214,0.0
28.0,-2.0,-18.0,5.284140977705252,0.0
28.0,-2.0,-16.0,5.284140977705252,0.0
28.0,-2.0,-12.0,4.46881300427029,0.0
28.0,0.0,-20.0,4.46881300427029,0.0
28.0,0.0,-18.0,3.6534850308353284,0.0
28.0,0.0,-16.0,3.6534850308353284,0.0
28.0,2.0,-20.0,3.6534850308353284,0.0
28.0,2.0,-14.0,3.6534850308353284,0.0
28.0,2.0,-12.0,4.46881300427029,0.0
28.0,6.0,-24.0,3.6534850308353284,0.0
28.0,14.0,-2.0,3.6534850308353284,0.0
28.0,14.0,0.0,4.46881300427029,0.0
28.0,14.0,2.0,3.6534850308353284,0.0
28.0,14.0,4.0,3.6534850308353284,0.0
28.0,16.0,-4.0,3.6534850308353284,0.0
28.0,16.0,-2.0,6.099468951140214,0.0
28.0,16.0,0.0,6.099468951140214,0.0
28.0,16.0,2.0,4.46881300427029,0.0
28.0,16.0,4.0,3.6534850308353284,0.0
28.0,18.0,-8.0,3.6534850308353284,0.0
28.0,18.0,-6.0,3.6534850308353284,0.0
28.0,18.0,-4.0,5.284140977705252,0.0
28.0,18.0,-2.0,4.46881300427029,0.0
28.0,18.0,0.0,5.284140977705252,0.0
28.0,18.0,2.0,4.46881300427029,0.0
28.0,18.0,4.0,5.284140977705252,0.0
28.0,20.0,-8.0,3.6534850308353284,0.0
28.0,20.0,-6.0,4.46881300427029,0.0
28.0,20.0,-4.0,6.099468951140214,0.0
28.0,20.0,-2.0,6.9147969245751755,0.0
28.0,20.0,0.0,6.9147969245751755,0.0
28.0,20.0,2.0,4.46881300427029,0.0
28.0,20.0,4.0,4.46881300427029,0.0
28.0,22.0,-8.0,4.46881300427029,0.0
28.0,22.0,-6.0,5.284140977705252,0.0
28.0,22.0,-4.0,7.7301248980101365,0.0
28.0,22.0,-2.0,7.7301248980101365,0.0
28.0,22.0,0.0,6.099468951140214,0.0
28.0,22.0,2.0,4.46881300427029,0.0
28.0,22.0,4.0,5.284140977705252,0.0
28.0,24.0,-8.0,5.284140977705252,0.0
28.0,24.0,-6.0,4.46881300427029,0.0
28.0,24.0,-4.0,6.099468951140214,0.0
28.0,24.0,-2.0,6.9147969245751755,0.0
28.0,24.0,0.0,5.284140977705252,0.0
28.0,26.0,-18.0,4.46881300427029,0.0
28.0,26.0,-16.0,3.6534850308353284,0.0
28.0,26.0,-4.0,3.6534850308353284,-0.0
28.0,26.0,-2.0,4.46881300427029,0.0
28.0,28.0,-20.0,4.46881300427029,0.0
28.0,28.0,-18.0,5.284140977705252,0.0
28.0,28.0,-16.0,5.284140977705252,0.0
28.0,30.0,-22.0,3.6534850308353284,0.0
28.0,30.0,-20.0,3.6534850308353284,0.0
28.0,30.0,-18.0,4.46881300427029,0.0
28.0,30.0,-16.0,4.46881300427029,0.0
28.0,32.0,-18.0,4.46881300427029,0.0
28.0,32.0,-16.0,4.46881300427029,0.0
28.0,34.0,-22.0,3.6534850308353284,4.987983231673899
28.0,34.0,-20.0,3.6534850308353284,0.0
28.0,34.0,-18.0,5.284140977705252,0.0
28.0,34.0,-16.0,5.284140977705252,0.0
28.0,36.0,-18.0,3.6534850308353284,0.0
28.0,36.0,-16.0,3.6534850308353284,0.0
28.0,50.0,24.0,3.6534850308353284,0.0
26.0,-66.0,50.0,3.6534850308353284,0.0
26.0,-62.0,48.0,3.6534850308353284,-0.0
26.0,-62.0,50.0,4.46881300427029,0.0
26.0,-60.0,50.0,3.6534850308353284,0.0
26.0,-58.0,44.0,3.6534850308353284,0.0
26.0,-40.0,-10.0,3.6534850308353284,0.0
26.0,-38.0,-16.0,4.46881300427029,0.0
26.0,-38.0,-14.0,3.6534850308353284,0.0
26.0,-38.0,-8.0,3.6534850308353284,0.0
26.0,-36.0,-18.0,3.6534850308353284,0.0
26.0,-36.0,-16.0,4.46881300427029,0.0
26.0,-36.0,-14.0,3.6534850308353284,0.0
26.0,-36.0,-12.0,3.6534850308353284,0.0
26.0,-36.0,-10.0,3.6534850308353284,0.0
26.0,-36.0,-8.0,4.46881300427029,0.0
26.0,-36.0,-6.0,4.46881300427029,0.0
26.0,-34.0,-16.0,4.46881300427029,0.0
26.0,-34.0,-14.0,4.46881300427029,0.0
26.0,-34.0,-10.0,3.6534850308353284,0.0
26.0,-34.0,-8.0,5.284140977705252,0.0
26.0,-32.0,-14.0,3.6534850308353284,0.0
26.0,-32.0,-10.0,4.46881300427029,0.0
26.0,-32.0,-8.0,4.46881300427029,0.0
26.0,-32.0,-6.0,3.6534850308353284,0.0
26.0,-14.0,-16.0,3.6534850308353284,0.0
26.0,-14.0,-14.0,3.6534850308353284,0.0
26.0,-14.0,-10.0,3.6534850308353284,0.0
26.0,-12.0,-12.0,3.6534850308353284,0.0
26.0,-10.0,-18.0,4.46881300427029,0.0
26.0,-10.0,-16.0,3.6534850308353284,-0.0
26.0,-10.0,-14.0,5.284140977705252,0.0
26.0,-10.0,-12.0,3.6534850308353284,0.0
26.0,-10.0,-10.0,3.6534850308353284,0.0
26.0,-8.0,-22.0,4.46881300427029,0.0
26.0,-8.0,-20.0,5.284140977705252,0.0
26.0,-8.0,-18.0,6.099468951140214,0.0
26.0,-8.0,-16.0,6.099468951140214,0.0
26.0,-8.0,-14.0,3.6534850308353284,-0.0
26.0,-8.0,-12.0,4.46881300427029,0.0
26.0,-6.0,-24.0,3.6534850308353284,0.0
26.0,-6.0,-22.0,4.46881300427029,0.0
26.0,-6.0,-20.0,5.284140977705252,0.0
26.0,-6.0,-18.0,6.099468951140214,0.0
26.0,-6.0,-16.0,6.9147969245751755,0.0
26.0,-6.0,-14.0,4.46881300427029,-0.0
26.0,-6.0,-10.0,3.6534850308353284,0.0
